Période,Trimestre,Nom du bénéficiaire,Ville,Province,Pays,Titre,Langue,Genre,Date,Valeur finale,Valeur originale,Type,Objectif, 
2009-2010,P1,Cinémaginaire inc.,Montréal,Québec,Canada,Le sens de l'humour,Français,Comédie,2009-06-22,128000.00,128000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P1,Couzin Films Inc.,Montréal,Québec,Canada,Île au coeur (Une),Français,Drame,2009-06-23,26000.00,16000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 03-JUN-08
2009-2010,P1,Ciné Télé Action inc.,Montréal,Québec,Canada,Beausoleil et son clan,Français,Drame historique,2009-06-23,23000.00,23000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P1,Nelvana Limited,Toronto,Ontario,Canada,Willa's Wild Life,Anglais,Enfants,2009-06-23,30000.00,30000.00,Avance remboursable,Mini-traités,
2009-2010,P1,Bluebird Project Inc. (The),Toronto,Ontario,Canada,Eating Buccaneers,Anglais,Comédie,2009-06-24,30000.00,30000.00,Avance remboursable,Programme de mise en marché,
2009-2010,P1,Cheap and Dirty Productions Inc.,Vancouver,Colombie-Britannique,Canada,Sex Lives of Pirates (The) ,Anglais,Comédie,2009-06-24,22000.00,22000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P1,Redemption Pictures Incorporated,Halifax,Nouvelle-Écosse,Canada,Seven Fires,Anglais,Mystère/Crime/Police,2009-06-26,60571.00,21600.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 03-JUL-07
2009-2010,P1,Independent Edge Films Inc.,Vancouver,Colombie-Britannique,Canada,Teen Lust,Anglais,Comédie,2009-06-26,39310.00,39310.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P1,"Hoverd, Lee",Toronto,Ontario,Canada,Ex Men,Anglais,Comédie,2009-06-29,33872.00,13822.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 07-AUG-08
2009-2010,P1,Foundry Films Inc.,Toronto,Ontario,Canada,Fatwa,Anglais,Horreur/Suspense,2009-06-29,75000.00,44855.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 31-AUG-07
2009-2010,P1,"Reverie World Studios, INC.",Mississauga,Ontario,Canada,Dawn of Fantasy,Anglais,Jeux,2009-06-29,204945.00,250000.00,Avance remboursable,Programme d'aide à la production (Fonds des nouveaux médias du Canada),Contrat amendé signé le 06-DEC-06
2009-2010,P1,"Reverie World Studios, INC.",Mississauga,Ontario,Canada,Dawn of Fantasy,Anglais,Jeux,2009-06-29,80000.00,100000.00,Avance remboursable,Programme de mise en marché (Fonds des nouveaux médias du Canada),Contrat amendé signé le 06-DEC-06
2009-2010,P1,"Bezaire, Theodore",Toronto,Ontario,Canada,Down the 401,Anglais,Mystère/Crime/Police,2009-06-29,13822.00,13822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P1,Fugitive Interactive Inc.,Saint-Laurent,Québec,Canada,Rallye Mania,Français,Jeux,2009-06-30,75881.00,90296.00,Avance remboursable,Programme d'aide à la production (Fonds des nouveaux médias du Canada),Contrat amendé signé le 23-SEP-08
2009-2010,P1,"Ferguson, Ross",Vancouver,Colombie-Britannique,Canada,Dark Continent,Anglais,Mystère/Crime/Police,2009-06-30,13822.00,13822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P1,GRTR Productions (Muse) Inc.,Montréal,Québec,Canada,ROCKSTEADY:THE ROOTS OF REGGAE,Anglais,Documentaire,2009-06-30,50000.00,50000.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,9012-6640 Québec inc. (K-Films Amérique),Montréal,Québec,Canada,RÊVES DE POUSSIÈRE,Français,Drame,2009-07-02,22461.00,46871.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 02-MAR-07
2009-2010,P2,Alliance Vivafilm Inc.,Montréal,Québec,Canada,GRANDE OURSE - LA CLÉ DES POSSIBLES,Français,Drame,2009-07-02,14200.00,14200.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,Alliance Vivafilm Inc.,Montréal,Québec,Canada,De père en flic,Français,Drame,2009-07-02,14200.00,14200.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,Alliance Vivafilm Inc.,Montréal,Québec,Canada,STONE OF DESTINY (THE),Anglais,Drame historique,2009-07-02,36480.00,36480.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,LE POIL DE LA BÊTE INC.,Montréal,Québec,Canada,Poil de la bête (Le),Français,Action/Aventure,2009-07-02,1420000.00,1420000.00,Investissement,Programme d'aide à la production,
2009-2010,P2,Couzin Films Inc.,Montréal,Québec,Canada,Housekeeper ,Anglais,Comédie,2009-07-06,32500.00,15000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 06-JUN-07
2009-2010,P2,"Garrity, Sean",Toronto,Ontario,Canada,Snap,Anglais,Horreur/Suspense,2009-07-07,13822.00,13822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,"St. John's International Women's Film Festival, Inc.",St. John's,Terre-Neuve/Labrador,Canada,20th Annual St.John's International Women's Film & Video Festival (2009),Anglais,0,2009-07-07,30000.00,30000.00,"Subvention, Contribution",Programme de promotion,
2009-2010,P2,Banff Television Festival Foundation,Toronto,Ontario,Canada,Banff World Television Festival - International Content Market  - 2009,Anglais,0,2009-07-07,200000.00,200000.00,Subvention,Programme de promotion (Fonds des nouveaux médias du Canada),
2009-2010,P2,Pope Productions Ltd.,St. John's,Terre-Neuve/Labrador,Canada,Newfoundland Beat Down,Anglais,Comédie,2009-07-08,31506.00,18196.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 23-JAN-08
2009-2010,P2,Mutant Films Inc.,Vancouver,Colombie-Britannique,Canada,Gods of Youth,Anglais,Drame,2009-07-08,100000.00,100000.00,Avance remboursable,Programme d'aide à la production,
2009-2010,P2,Transfilm Inc.,Montréal,Québec,Canada,SALT,Anglais,Comédie romantique,2009-07-09,188080.00,150000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 29-JAN-08
2009-2010,P2,Les Productions La Fête Inc.,Montréal,Québec,Canada,Cargo pour l'afrique (Un) (aka SONT OÙ TES ÉLÉPHANTS),Français,Action/Aventure,2009-07-09,37800.00,37800.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,Crackie Productions Inc.,St. John's,Terre-Neuve/Labrador,Canada,Crackie,Anglais,Drame,2009-07-09,50000.00,50000.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,Productions Totale Fiction Inc.,Montréal,Québec,Canada,BRUNANTE (LA) (A.K.A. HEURE DE LA BRUNANTE),Français,Drame,2009-07-13,648347.00,678400.00,Investissement,Programme d'aide à la production,Contrat amendé signé le 15-AUG-06
2009-2010,P2,Overtime Film Productions Ltd.,Toronto,Ontario,Canada,Overtime,Anglais,Action/Aventure,2009-07-13,34697.00,34697.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Free Spirit Films Inc. ,Toronto,Ontario,Canada,Baby Formula (The),Anglais,Drame,2009-07-13,43000.00,43000.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,Zoofilms Inc.,Mansonville,Québec,Canada,VIE QUI BAT (LA),Français,Comédie,2009-07-14,48840.00,27048.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 23-JUL-97
2009-2010,P2,Wizzfilms Inc.,Montréal,Québec,Canada,MAÏNA,Français,Drame,2009-07-15,15000.00,15000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Front Street Pictures Inc.,Vancouver,Colombie-Britannique,Canada,Hangman (The),Anglais,Drame historique,2009-07-16,31526.00,10000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 23-OCT-08
2009-2010,P2,Screen Siren Pictures Inc.,Vancouver,Colombie-Britannique,Canada,To the Wedding,Anglais,Drame,2009-07-16,54880.00,25000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 24-JAN-08
2009-2010,P2,Films Rumi inc. (Les),Montréal,Québec,Canada,Mère porteuse musulmane,Français,Drame,2009-07-16,11822.00,11822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,PUNK Films Inc.,Toronto,Ontario,Canada,Modra,Anglais,Drame,2009-07-16,135000.00,135000.00,Avance remboursable,Programme d'aide à la production,
2009-2010,P2,Zoofilms Inc.,Mansonville,Québec,Canada,Stella (Légaré),Français,Science-fiction/Film fantastique/Conte,2009-07-16,10000.00,10000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,PUNK Films Inc.,Toronto,Ontario,Canada,"Diary of Laura's Twin, The",Anglais,Drame,2009-07-17,25000.00,25000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Productions Thalie Inc.,Québec,Québec,Canada,Manon Lescaut,Français,Drame,2009-07-20,33054.00,33054.00,Avance remboursable,Mini-traités,
2009-2010,P2,Slewfoot Productions Inc.,Vancouver,Colombie-Britannique,Canada,"""Excited (AKA """"Man Makes Move"""")""",Anglais,Comédie romantique,2009-07-20,200000.00,200000.00,Avance remboursable,Programme d'aide à la production,
2009-2010,P2,Productions Castor & Pollux Inc. (les),Montréal,Québec,Canada,Michel et Sylvie,Français,Drame,2009-07-22,13822.00,13822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,"Hazlett, John",Montréal,Québec,Canada,Summer Game,Anglais,Horreur/Suspense,2009-07-22,13822.00,13822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,FIRST WEEKEND CLUB,North Vancouver,Colombie-Britannique,Canada,First Weekend Club 2009,Anglais,0,2009-07-22,130000.00,130000.00,Avance remboursable,Programme de promotion,
2009-2010,P2,Foundry Films Inc.,Toronto,Ontario,Canada,Champagne Room (The),Anglais,Drame,2009-07-23,30909.00,30909.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Filmovie Inc.,Montréal,Québec,Canada,Huitième ciel,Français,Drame,2009-07-23,11822.00,11822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,"Leckie, Keith Ross",Toronto,Ontario,Canada,Celeste,Anglais,Mystère/Crime/Police,2009-07-24,33872.00,13822.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 03-NOV-08
2009-2010,P2,Mongrel Media Inc.,Toronto,Ontario,Canada,Growing Op,Anglais,Drame,2009-07-24,25581.00,33008.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 23-JAN-09
2009-2010,P2,First Generation Films Inc.,Toronto,Ontario,Canada,Stowaway (The),Anglais,Mystère/Crime/Police,2009-07-24,46500.00,46500.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Other Ocean Interactive Limited,Charlottetown,Île-du-Prince-Édouard,Canada,Puffins Island Adventure,Anglais,Jeux,2009-07-24,279198.00,279198.00,Avance remboursable,Programme de mise en marché (Fonds des nouveaux médias du Canada),
2009-2010,P2,Etch Media Inc.,Vancouver,Colombie-Britannique,Canada,On A Good Day,Anglais,Drame historique,2009-07-27,22594.00,22594.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Bight Interactive Inc.,Charlottetown,Île-du-Prince-Édouard,Canada,Llama Country,Anglais,Jeux,2009-07-27,56204.00,56204.00,Avance remboursable,Programme d'aide au développement (Fonds des nouveaux médias du Canada),
2009-2010,P2,Corporation Wapikoni Mobile,Montréal,Québec,Canada,Wapikoni Mobile 2009,Français,0,2009-07-27,40000.00,40000.00,Contribution,Programme de promotion,
2009-2010,P2,Hope of Glory Pictures Ltd.,Burnaby,Colombie-Britannique,Canada,Prison Boy,Anglais,Comédie,2009-07-28,21069.00,21069.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,"Nasserdeen, Lewaa",Edmonton,Alberta,Canada,Amateur Hour,Anglais,Comédie,2009-07-28,11822.00,11822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,"Miles, Terry",Vancouver,Colombie-Britannique,Canada,Fakers (Miles),Anglais,Mystère/Crime/Police,2009-07-28,11822.00,11822.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Canadian Film Centre,Toronto,Ontario,Canada,Canadian Film Centre Worldwide Short Film Festival 2009,Anglais,0,2009-07-28,50000.00,50000.00,"Subvention, Contribution",Programme de promotion,
2009-2010,P2,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,FierceLight: When Spirit Meets Action,Anglais,Documentaire,2009-07-29,56250.00,56250.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,"Prégent, Johanne",Outremont,Québec,Canada,Altitude et attitude,Français,Comédie romantique,2009-07-30,16550.00,16550.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,ODD1 Inc.,Montréal,Québec,Canada,Skybound,Français,Jeux,2009-07-31,38500.00,38500.00,Avance remboursable,Programme d'aide au développement (Fonds des nouveaux médias du Canada),
2009-2010,P2,Frima Studio Inc.,Québec,Québec,Canada,Zombie Tycoon,Français,Jeux,2009-08-03,136242.00,136242.00,Avance remboursable,Programme d'aide à la production (Fonds des nouveaux médias du Canada),
2009-2010,P2,Sarbakan Inc.,Québec,Québec,Canada,LAZY RAIDERS (aka DIG IT UP),Anglais,Jeux,2009-08-03,322435.00,322435.00,Avance remboursable,Programme d'aide à la production (Fonds des nouveaux médias du Canada),
2009-2010,P2,Sarbakan Inc.,Québec,Québec,Canada,Résilience,Français,Jeux,2009-08-03,117425.00,117425.00,Avance remboursable,Programme d'aide au développement (Fonds des nouveaux médias du Canada),
2009-2010,P2,Nah Ho Productions Inc.,Whitehorse,Yukon,Canada,Trapper Johnson,Anglais,Action/Aventure,2009-08-04,27366.00,27366.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Frima Studio Inc.,Québec,Québec,Canada,Mise en marché et Localisation de Big Brain Wolf,Français,Jeux,2009-08-04,23030.00,23030.00,Avance remboursable,Programme de mise en marché (Fonds des nouveaux médias du Canada),
2009-2010,P2,Absolunet Inc.,Boisbriand,Québec,Canada,Funshow II,Français,Divertissement,2009-08-04,90810.00,90810.00,Avance remboursable,Programme de mise en marché (Fonds des nouveaux médias du Canada),
2009-2010,P2,RCJ Ontario Inc.,Toronto,Ontario,Canada,Mountie (The),Anglais,Western,2009-08-04,612500.00,612500.00,"Investissement, Avance remboursable",Programme d'aide à la production,
2009-2010,P2,Purpose Films Ltd.,Vancouver,Colombie-Britannique,Canada,Yearning (The),Anglais,Western,2009-08-05,18200.00,18200.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Canadian Film Centre,Toronto,Ontario,Canada,CFC Application,Anglais,0,2009-08-05,248000.00,248000.00,Subvention,Programme de promotion,
2009-2010,P2,Gimli Film Festival Inc. ,Gimli,Manitoba,Canada,Gimli Film Festival 2009,Anglais,0,2009-08-05,10000.00,10000.00,Subvention,Programme de promotion,
2009-2010,P2,Park Sail Productions Limited,Halifax,Nouvelle-Écosse,Canada,Madones (The),Anglais,Comédie romantique,2009-08-06,61828.00,61828.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,TPB Feature Productions Limited,Dartmouth,Nouvelle-Écosse,Canada,Afghan Luke: The Burgundy of Hash,Anglais,Drame,2009-08-06,61888.00,61888.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Susan C. Rynard Inc.,Toronto,Ontario,Canada,Rabbit Foot Bill,Anglais,Drame,2009-08-07,33872.00,13822.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 13-AUG-08
2009-2010,P2,"Johnston, Ian",Toronto,Ontario,Canada,Mustang Drive-In,Anglais,Comédie romantique,2009-08-07,16550.00,16550.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,Mongrel Media Inc.,Toronto,Ontario,Canada,Cairo Time,Anglais,Drame,2009-08-07,29700.00,29700.00,Avance remboursable,Programme de mise en marché,
2009-2010,P2,Short Stop Pictures Ltd.,Halifax,Nouvelle-Écosse,Canada,Short Film Face Off (2009),Anglais,0,2009-08-07,10000.00,10000.00,Contribution,Programme de promotion,
2009-2010,P2,"BFL, Future Inc.",Calgary,Alberta,Canada,Future is Now! (The),Anglais,Drame,2009-08-07,382848.00,382848.00,Investissement,Programme d'aide à la production,
2009-2010,P2,Interactive Ontario Industry Association,Toronto,Ontario,Canada,Interactive Ontario - Edinburgh Mission,Anglais,0,2009-08-07,5000.00,5000.00,Subvention,Programme de promotion (Fonds des nouveaux médias du Canada),
2009-2010,P2,Lady Hammond Entertainment Inc.,Dartmouth,Nouvelle-Écosse,Canada,Relative Happiness,Anglais,Comédie romantique,2009-08-10,28320.00,17820.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 03-JUL-07
2009-2010,P2,Serendipity Point Films Inc.,Toronto,Ontario,Canada,Barney's Version,Anglais,Drame,2009-08-10,150000.00,150000.00,Avance remboursable,Programme d'aide à la production,Contrat amendé signé le 10-JAN-07
2009-2010,P2,Sarrazin Productions Inc.,Toronto,Ontario,Canada,Cold Feet,Anglais,Comédie romantique,2009-08-10,35000.00,35000.00,Avance remboursable,Programme d'aide au développement,
2009-2010,P2,B360 Media Inc.,Montréal,Québec,Canada,Bitchin' Lifestyle,Anglais,Ludo-éducatif,2009-08-10,194000.00,194000.00,Avance remboursable,Programme de mise en marché (Fonds des nouveaux médias du Canada),
2009-2010,P2,Other Ocean Interactive Limited,Charlottetown,Île-du-Prince-Édouard,Canada,"Puffins Episodes 1.2.3!, Nintendo DSi",Anglais,Jeux,2009-08-10,196907.00,196907.00,Avance remboursable,Programme d'aide à la production (Fonds des nouveaux médias du Canada),
2009-2010,P2,Three Amigos Productions Inc.,Toronto,Ontario,Canada,Barney's Version,Anglais,Drame,2009-08-10,5980421.00,5980421.00,"Investissement, Avance remboursable",Programme d'aide à la production,
2009-2010,P2,Studio Max Films Inc.,Montréal,Québec,Canada,OUT OF Z,Anglais,Drame,2009-08-11,95392.00,50000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 18-JAN-05
